title_translated,listed_price,retail_price,units_sold,uses_ad_boosts,rating,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,badge_product_quality,tags,product_color,product_variation_size_id,product_variation_inventory,shipping_option_price,countries_shipped_to,has_urgency_banner,urgency_text,merchant_rating_count,merchant_rating,merchant_id,product_picture,product_id
COMENII Women Summer Tunics T-shirt Dresses Fold Casual Loose Swing Flare Short Sleeves Dress Beach Dress Sexy O-neck Plus Size Tank Tops Dress Pocket Dress Ruffles Party Mini Dress Ladies Fashion Solid Color Pleated Cotton Dress 4XL 5XL 6XL,9.0,8,5000,0,3.65,878,381.0,145.0,144.0,83.0,125.0,0,"('summer', 'short sleeve dress', 'mini', 'pleated', 'tank top', 't-shirt dress', 'beach dress', 'fashion', 'pocketsdres', 'summer dresses', 'casual', 'cotton', 'ladies fashion', 'tops', 'ladies', 'women dress', 'women', 'beach', 'plus size', 'ruffle', 'dress', 'mini dress', 'pocket', ""women's fashion"", 'party', 'sexy', 'casual dress', 'shorts', 'tank', 'sleeve', 't shirts', 'cotton dress', 'loose dress')",grey,S,48,3,20,1,QuantityLimited,3915,3.9862068969999997,58160e10f870301b4bff64fc,https://contestimg.wish.com/api/webimage/5b21200c62ecd114b51a00f4-medium.jpg,5b21200c62ecd114b51a00f4
2020 New Fashion Women Sunflower Criss Cross Bikini Set,16.0,18,100,0,3.88,69,33.0,15.0,10.0,2.0,9.0,0,"('summer', '2piecebathingsuit', 'sunflowers', 'bathing suit', 'women set', 'sunflowerbathingsuit', 'cross', 'bikini', ""women's fashion"", 'fashion', 'bikiniwomen', 'womenswimsit', 'women', 'beach', 'bras', 'string bikini')",yellow,M,50,4,41,0,noText,37753,3.828569915,57ee5f0025e7c00ffe3f000c,https://contestimg.wish.com/api/webimage/5de220d892bf939443e0eaf6-medium.jpg,5de220d892bf939443e0eaf6
Portable Insulated Cooler Food Bag for Beach Camping Picnic Mesh Bags Cooler Tote Waterproof Storage Bags,6.0,6,10000,0,4.34,1669,1032.0,341.0,185.0,57.0,54.0,0,"('insulatedcooler', 'outdoor', 'picnic', 'camping', 'totes', 'waterproof', 'storage', 'bags', ""women's fashion"", 'shopping bag', 'handbags', 'beach')",green,Others,50,2,49,0,noText,2736,4.323830409,5b2604207b94e16c00375350,https://contestimg.wish.com/api/webimage/5c89b88e9a4d0e31e7532778-medium.jpg,5c89b88e9a4d0e31e7532778
Beach Casual V-neck Fashion Sleeveless Zipper Slim Woman's Jumpsuit Romper,16.0,26,1000,0,3.67,450,184.0,85.0,85.0,42.0,54.0,0,"('women rompers', 'fashion', 'beach', 'slim', 'jumpsuits & rompers', 'v-neck', 'casual', ""women's fashion"", 'sleeveless', ""women's jumpsuits"", 'sexy', 'sexy jumpsuit', 'jumpsuit', 'zippers', 'rompers', 'women')",others,S,11,4,28,0,noText,12322,4.237542607,595f3d28ce4e69232af53c32,https://contestimg.wish.com/api/webimage/59636dbdc657d57012e8b3f3-medium.jpg,59636dbdc657d57012e8b3f3
XS-6XL New Women's Fashion Summer O-Neck Sleeveless Tank Dress Casual Solid Color Pockets Strap Dress Cotton Linen Off Shoulder Beach Skirt Plus Size Loose A-Line Dresses Ladies Fashion Mini Dress Sundress,3.76,4,1000,0,3.34,95,33.0,17.0,15.0,9.0,21.0,0,"('mini', 'summer', 'fashion', 'sundress', 'plus size dress', 'dress', 'mini dress', ""women's fashion"", 'party dress', 'sleeveless', 'skirts', 'casual', 'casual dress', 'tank', 'ladies fashion', 'plus size', 'summer dress', 'sleeveless dress', 'fashion dress', 'ladies', 'women dress', 'cotton', 'beach', 'loose dress')",orange,XS,3,1,22,0,noText,3804,4.109621451000001,5938e6a17fe241506f93503b,https://contestimg.wish.com/api/webimage/5e54d231288c854858653a3c-medium.jpg,5e54d231288c854858653a3c
Women Free Size Summer U-neck Backless Sleeveless Halter Top Lace Crop Tops,8.0,30,1000,1,4.01,270,141.0,55.0,32.0,20.0,22.0,0,"('halter top', 'summer', 'neckcroptop', 'crop top', 'croptopsforgirl', 'women', 'tops', 'slim', 'black crop top', 'sleeveless crop top', ""women's fashion"", 'croptopsforwomen', 'white crop top', 'sexy', 'tank', 'printed', 'lace crop top', 'backless halter top', 'lace')",others,Others,50,3,57,1,QuantityLimited,2212,4.209312839,5950d54a4b913a1174a7ae6d,https://contestimg.wish.com/api/webimage/5ac302716931da0d71398f53-medium.jpg,5ac302716931da0d71398f53
S-5XL Women's Fashion Summer Autumn Casual Rompers Long Suspender Overalls Bib Pants Loose Solid Colors Tank Jumpsuits,11.0,10,100,1,3.13,45,11.0,11.0,7.0,5.0,11.0,0,"('summer', 'women rompers', 'trousers', 'tank', 'fashion', 'long pants', 'spring', 'pants', ""women's fashion"", 'cargo pants', 'harem pants', 'jumpsuits & rompers', 'overallsforwomen', 'bibpant', 'ladies', 'wool', 'women jumpsuit', 'casual', 'jumpsuit')",blue,XS,1,3,26,1,QuantityLimited,364,3.3818681319999997,5dd790db4cc6678b7441ba5d,https://contestimg.wish.com/api/webimage/5eaa6e36fa62c322bb57f78d-medium.jpg,5eaa6e36fa62c322bb57f78d
S-5XL Women's Summer Causal Shorts Drawstring Short Pants Loose Short Pants,8.0,7,100,1,3.33,3,1.0,1.0,0.0,0.0,1.0,0,"('summer', 'shorts', 'pants', 'home & living', 'loose', 'short pants', 'running', 'women shorts', 'plus size', 'drawstring', 'sport', 'causal')",blue,S,50,2,40,1,QuantityLimited,619,4.368336026000001,58402f95e24c5b06c6dccd35,https://contestimg.wish.com/api/webimage/5ed49e6cbddbc879074ce8db-medium.jpg,5ed49e6cbddbc879074ce8db
New Women Fashion Solid Color Denin Shot Pants Summer Casual Skinny Slim Fit Sexy Shorts Jeans,12.0,11,1000,0,4.05,614,339.0,114.0,70.0,34.0,57.0,0,"('summer', 'shorts', 'pants', 'short pants', 'slim fit', 'summer shorts', 'skinny jeans', ""women's fashion"", 'fashion', 'short-s jeans', 'sexy', 'solid color', 'denim pants', 'jeans', 'slim', 'casual', 'women')",black,S,50,3,42,0,noText,45151,4.032956081,5836e38728f25753fe6af6a8,https://contestimg.wish.com/api/webimage/5c19e627b5d6eb585a98b1e7-medium.jpg,5c19e627b5d6eb585a98b1e7
New Women Fashion Short Sleeve Shirt Yoga Top Summer Oversize Tee Top Female Girl Casual Graphic Top Round Neck Boho Tee Shirt,8.0,9,5000,1,4.07,775,411.0,158.0,102.0,56.0,48.0,0,"('summer', 'fashion', 'graphic shirt', 'topsamptshirt', 'short sleeves', 'yogateeshirt', 'cool t-shirts', 'comfyshirt', 'bohostyle', 'yoga top', 'short sleeve shirt', 'casual', 'women', 'shorts', 'yoga', 'shirt', 'sleeve', 'tops', 'necks', ""women's fashion"", 'round neck', 'boho', 'women tank top', 'women t shirt')",blue,S,50,2,43,1,QuantityLimited,42919,4.105967054,564d8a9ac0f55a1276cd96f8,https://contestimg.wish.com/api/webimage/5d10313c6903be601a68191d-medium.jpg,5d10313c6903be601a68191d
2020 Summer Sexy Women Tie Dye Print Short Sleeve T Shirt O-neck Gradient Color Tee Shirt Femme Streetwear,11.0,10,100,1,3.32,28,11.0,3.0,3.0,6.0,5.0,0,"('gradientcolor', 'summer', 'shorts', 'shirt', 'sleeve', 'tiedyetshirt', 'tops', 'short sleeves', ""women's fashion"", 'fashion', 'tie dye', 'dyes', 'print', 'sexy', 'printed t shirts', 'casual', 't shirts', 'women')",blue,S,50,2,18,0,noText,1151,4.324934839,580595bda46fa31f93d83357,https://contestimg.wish.com/api/webimage/5ea7a6f6191e142dee990e0f-medium.jpg,5ea7a6f6191e142dee990e0f
S-5XL Plus Size Fashion Women Summer Casual Tops Off the Shoulder Sticting Hollow Up Blouses  Short Sleeve Loose Cotton Beach T Shirt,5.0,5,10000,0,3.94,2557,1228.0,552.0,394.0,165.0,218.0,0,"('blouse', 'summer', 'plus size', 'shirt', 'sleeve', 'beach', 'tops', 'loose', 'short sleeves', 't shirts', 'shorts', 'off shoulder', 'fashion', 'ladies', 'women', ""women's fashion"", 'casual', 'cotton')",blue,S,10,1,48,0,noText,32168,3.884543646,558c2cdc89d53c4005ea2920,https://contestimg.wish.com/api/webimage/5cba00c59cff0a2ef7bb8df3-medium.jpg,5cba00c59cff0a2ef7bb8df3
Summer Beach Maxi Dress Women Floral Print Boho Long Dress Femme,5.0,76,1000,1,3.77,404,173.0,87.0,68.0,31.0,45.0,0,"('women dress', 'short sleeve dress', 'floral print', 'summer', 'dresses', 'evening dress', 'dress', 'print', ""women's fashion"", 'floral', 'long dress', 'boho', 'boho dress', 'cocktail party dress', 'summer dresses', 'party dresses', 'women', 'beach', 'casual dress')",black,S,1,2,45,0,noText,25093,4.068664568,53e03f56ff4d6d36d2285ab0,https://contestimg.wish.com/api/webimage/5d0243123ae5dc7393474e4d-medium.jpg,5d0243123ae5dc7393474e4d
NEW Fashion Clothes Summer Women Casual Tops Loose V-neck T-shirt Solid Color Sleeveless Shirts Ladies Fashion Chiffon Pullover Tank Top Plus Size XS-8XL ,7.0,6,1000,1,3.8,46,22.0,9.0,6.0,2.0,7.0,0,"('summer', 'plus size', 'tops & blouses', 'shirt', 'chiffon', 'tank', 'tops', 'blouses & shirts', 't shirts', 'tank top', 'pullovers', ""women's fashion"", 'fashion', 'v-neck', 'chiffon blouse', 'ladies', 'sleeveless', 'women', 'ladies fashion', 'casual', 'clothes')",grey,S,50,2,35,0,noText,1685,3.8112759639999996,5d46751876befe56001de246,https://contestimg.wish.com/api/webimage/5e60cf863cc066db7c05eeba-medium.jpg,5e60cf863cc066db7c05eeba
Summer Women Boho Maxi Polka Dot Dress Irregular Beach Wear Sundress,8.0,7,5000,1,4.02,1269,639.0,288.0,173.0,72.0,97.0,0,"('summer', 'plus size', 'women dresses', 'polka dot', 'spaghetti strap', 'polkas', 'irregulardre', 'boho', ""women's fashion"", 'party dress', 'boho dress', 'sundress', 'beach', 'dress', 'women')",brown,XXS,10,2,38,0,noText,39395,4.05442315,563a19d1f75382101530dc15,https://contestimg.wish.com/api/webimage/5c5fce98075d674a6acc7b84-medium.jpg,5c5fce98075d674a6acc7b84
Women Fashion Swimwear Two Pieces Split Bikini Set Summer Printed Beach Bathing Swimsuits,15.0,15,3,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,"('summer', 'sexy bathing suit', 'bikinis set', 'beach', 'splitbikiniset', 'swimsuit', 'swimwear', 'bikini', 'fashion', 'two pieces', 'splits', 'women', ""women's fashion"", 'printed')",black,L,50,4,40,0,noText,4150,4.252289157,56a9df1b3a698c526f769805,https://contestimg.wish.com/api/webimage/5ee4389b9d2ddf161dcb50c7-medium.jpg,5ee4389b9d2ddf161dcb50c7
"(US Size) Cotton Graphic Tees for Women / Girls: 4 Colors, Spring Summer Tee, Cute Funny Short Sleeve T-Shirt, Loose Blouse Tops",7.0,6,100,0,4.15,27,16.0,5.0,3.0,0.0,3.0,0,"('blouse', 'summer', 'shorts', 'letter print', 'sleeve', 'funny', 'short sleeve blouses', 'tops', 'short sleeves', ""women's fashion"", 'fashion', 'cute', 'spring', 'cotton', 't shirts', 'women')",black,M,50,2,56,0,noText,18529,4.135949053,59f868d0eea5c51c2167d097,https://contestimg.wish.com/api/webimage/5c95ca01202e6b700d5c5ee4-medium.jpg,5c95ca01202e6b700d5c5ee4
2018 New ZANZEA Beach Romper Women Jumpsuits Front Zipper Sleeveless Sexy Playsuits,13.0,68,5000,1,3.97,1020,486.0,239.0,161.0,49.0,85.0,0,"('womenpalysuit', 'women', 'plus size', 'beach', 'palysuit', ""women's fashion"", 'women s clothing', 'sexy', 'sleeveless', 'body suit', 'zippers', 'rompers', 'jumpsuitsforwomen', 'jumpsuit')",black,M,50,3,38,1,QuantityLimited,165915,4.256076907,53a2a09ad91139519161a267,https://contestimg.wish.com/api/webimage/5a98b8cd414de27e9ef44d4a-medium.jpg,5a98b8cd414de27e9ef44d4a
Women's Fashion Solid Summer Shorts Ladies Casual Short Pants Plus Size S-5XL Beach Shorts,9.0,59,100,0,3.69,29,12.0,5.0,6.0,3.0,3.0,0,"('summer', 'shorts', 'fashion', 'pants', ""women's pants"", 'pantalonfemme', 'loose', 'short pants', 'women shorts', ""women's fashion"", 'plus size', 'ladies', 'beach', 'casual')",brown,S,50,3,42,0,noText,3300,4.024242424,5ae29b4e1baafe7c0109c5ae,https://contestimg.wish.com/api/webimage/5e0ac4a79691cb6cc1fa7323-medium.jpg,5e0ac4a79691cb6cc1fa7323
Women's Fashion Sexy See Through Crop Top Solid Color Plus Size Summer Tank Top Casual Lace Bralette Top Hollow-out Bras Fitness Short Underwear Casual Bra,5.0,5,100,0,3.0,45,14.0,3.0,10.0,5.0,13.0,0,"('summer', 'plus size', 'bralette top', 'womens bralette', 'sexy underwear', 'lace bralette top', 'tank top', 'floral lace', ""women's fashion"", 'fashion', 'sexy lace', 'sexy', 'casual', 'bras', 'lace', 'push up bra', 'underwear', 'shorts', 'tank', 'brassiere', 'tops', 'fitness', 'ultrathinbra')",pink,XS,50,2,35,0,noText,9857,4.053971797,5a9e3a01ccf0c80c2d372870,https://contestimg.wish.com/api/webimage/5e1847af3336f40fccedf031-medium.jpg,5e1847af3336f40fccedf031
Plus Size Women Print Dress Summer Sundress Cotton Female Lady Vestidos Loose Casual Holiday Maxi Dress Plus,14.0,93,1000,1,4.24,254,147.0,57.0,26.0,11.0,13.0,0,"('summer', 'plus size', 'print dress', 'sundress', 'vintage', 'dress', 'floral dress', 'women', 'holidaydres', ""women's fashion"", 'boho dress', 'printed', 'dressforlady', 'vestido', 'print', 'maxi dress', 'robes', 'holiday', 'casual', 'cotton')",yellow,M,3,3,40,0,noText,90105,4.201298485,58131ddf6f55296033923a7c,https://contestimg.wish.com/api/webimage/5cf22f0724fe055ca684c3a7-medium.jpg,5cf22f0724fe055ca684c3a7
5 Colors Plus Size New Fashion Summer Women's Floral Lace Spaghetti Straps Bra Patchwork Lingerie Top Sleeveless Halter Hollow Out Crop Top Cup Bra,7.0,16,10000,1,3.94,1116,583.0,189.0,153.0,80.0,111.0,0,"('summer', 'sexy lace tank top', 'plus size', 'crop top', 'lace', 'halter', 'slimfittop', 'spaghetti strap', 'strap', 'floral lace', 'sleeveless shirt', 'fashion', 'sexy lace', 'floral', 'spaghetti', 'summer tops', 'bras', 'push up bra', 'cup', 'tops', ""women's fashion"", 'croptopbra', 'sleeveless', 'casualblouse')",white,L,50,2,54,0,noText,3977,4.14533568,5addba5481260b1ddfffe5a3,https://contestimg.wish.com/api/webimage/5ccbd380b8ceed67d64eb36e-medium.jpg,5ccbd380b8ceed67d64eb36e
Plus Size Women Sexy Sleeveless Spaghetti Strap Summer Dress Holiday Party Maxi Dress,13.0,84,10000,1,4.07,2328,1184.0,545.0,329.0,116.0,154.0,0,"('summer', 'plus size', 'vest dress', 'robefemme', 'dress', 'vestido', 'elegant dress', 'holidaydres', ""women's fashion"", 'beachsundres', 'summer dress', 'party', 'sexy dress', 'sleeveless', 'sexy', 'holiday', 'spaghetti', 'women')",black,S,50,3,41,1,QuantityLimited,22173,4.203400532,58ffff331a1cef16a78c78f4,https://contestimg.wish.com/api/webimage/5c25a5209e480d5fa87c638a-medium.jpg,5c25a5209e480d5fa87c638a
Summer Women’s Fashion Sports Shorts Casual Lace Yoga Shorts Slim Fit Solid Color Shorts Pants,2.0,6,1000,1,4.03,31,15.0,8.0,3.0,4.0,1.0,0,"('summer', 'fashion', 'yoga', 'lace', 'pants', 'slim fit', 'sportshort', 'yogashort', ""women's fashion"", 'shorts', 'sport', 'slim', 'casual', 'women')",red,XS,1,1,35,0,noText,31138,4.117444923,5abb2cf26be8733b5bf6844f,https://contestimg.wish.com/api/webimage/5ea252f345b33212c1012e5e-medium.jpg,5ea252f345b33212c1012e5e
Women’s Fashion Summer Casual Floral Printed V-Neck Sling Dress Bohemian Skirt High Waist Big Swing Dress ,4.73,7,100,1,4.4,86,57.0,16.0,6.0,4.0,3.0,1,"('summer', 'fashion', 'high waist', 'swing dress', 'long dress', 'skirts', 'dress', 'waist', 'boho', 'v-neck', 'floralprinted', 'slingdre', 'bohemian', 'off shoulder', 'retro', 'swing', 'floral', 'printed', ""women's fashion"", 'casual', 'women')",green,S,1,1,35,1,QuantityLimited,31138,4.117444923,5abb2cf26be8733b5bf6844f,https://contestimg.wish.com/api/webimage/5cfdc9eaa9b0806c2f9aca41-medium.jpg,5cfdc9eaa9b0806c2f9aca41
Black and White Boho Maxi Long Dress,11.0,37,20000,0,3.42,7596,2679.0,1403.0,1317.0,793.0,1404.0,0,"('summer', 'slim dress', 'sundress', 'long dress', 'fashion dress', 'dress', 'summer dress', 'beach dress', 'longmaxiskirt', 'boho', 'party dress', 'boho dress', 'party', 'sexy', 'women dress', 'beach', ""women's fashion"", 'geometricpattern', 'evening party dress', 'women')",black,S,50,3,39,1,QuantityLimited,58068,4.310188055,57875ba40cb30d38ba46f57d,https://contestimg.wish.com/api/webimage/57d25f8877ba9b045e02cd12-medium.jpg,57d25f8877ba9b045e02cd12
Womens Beach Long Dress Summer Dress Print Strapless Dresses_MYin,8.0,122,5000,1,4.0,1355,716.0,272.0,155.0,75.0,137.0,0,"('summer', 'strapless dress', 'summer dress', 'floralprintdres', 'long dress', 'dress', 'strapless', ""women's fashion"", 'print', 'beach dress', 'splitdresse', 'off shoulder dress', 'summer dresses', 'floral', 'bohemian dress', 'sexy', 'beach')",pink,S,1,2,34,0,noText,3532,4.199603624,540ec1f21d2d431f2d4b5cb6,https://contestimg.wish.com/api/webimage/5b220a09415f47162c1c155e-medium.jpg,5b220a09415f47162c1c155e
Sexy Casual Women  Spring Summer  Sleeveless Shirt Knitted Bottoming Shirt Cami Vest Pullover Bodycon Cotton Fitness Crop Top Ladies Solid Color Plus Size Slim Fit Beach Wear Short Tank Tops,4.74,20,5000,0,4.05,784,410.0,160.0,113.0,44.0,57.0,0,"('summer', 'vest', 'fashion', 'fitness', 'spring', 'slim', 'knitted crop top', 'knitted', ""women's fashion"", 'plus size', 'sleeveless tops', 'sexy', 'casual', 'cotton', 'shorts', 'tank', 'shirt', 'tops', 'slim fit', 'pullovers', 'women tank top', 'ladies', 'sleeveless', 'women', 'beach')",white,S,50,1,40,0,noText,213709,4.293899649,58216982dd9916453fe2d1a1,https://contestimg.wish.com/api/webimage/5a991e9dd236a537f1473439-medium.jpg,5a991e9dd236a537f1473439
Plus Size S-8XL Women's Fashion Casual V-neck Dresses Loose T-shirt Tops Tunics Blouse Short Sleeves Dress Beach Dress Printing Dress Sexy Cotton Swing Flare Dress Ruffles Party Mini Pleated Dress,8.0,7,10000,0,3.28,1649,570.0,245.0,276.0,190.0,368.0,0,"('mini', 'plus size', 'ruffle', 'pleated', 'v-neck', 'mini dress', ""women's fashion"", 'fashion', 'printingdres', 'sexy', 'v-neck dresses', 'casual', 't shirts', 'cotton', 'blouse', 'party', 'shorts', 'cotton shirt', 'sleeve', 'tops', 'beach dress', 'tops & t-shirts', 'loose t-shirt', 'women top', 'beach', 'dress')",red,S,11,2,30,0,noText,6818,3.9823995310000004,584a9e7421390e4cb68dec18,https://contestimg.wish.com/api/webimage/5c9209128f5ca95fc2c046bd-medium.jpg,5c9209128f5ca95fc2c046bd
Cotton Shirt Tops Women's Summer Casual Loose Short-sleeved Printed Ladies Shirt,8.0,7,100,0,3.83,6,3.0,1.0,1.0,0.0,1.0,0,"('blouse', 'summer', 'plus size', 'shirt', 'tops', 'loose', 'short sleeves', 't shirts', 'fashion', 'printed', 'tops & t-shirts', 'ladies', 'women top', 'casual', 'cotton')",white,XS,5,2,23,1,QuantityLimited,211,3.545023697,5eb50ff17041111c43033565,https://contestimg.wish.com/api/webimage/5ecb7f7dc76c3c99918909f0-medium.jpg,5ecb7f7dc76c3c99918909f0
New summer men's sleeveless vest hole camouflage personality fitness vest,8.0,30,100,0,3.47,34,13.0,7.0,4.0,3.0,7.0,0,"('slimvestmen', 'summer', 'vest', 'menspersonalityfitnessvest', ""men's vest"", 'fitness', 'camouflagevest', 'personalizedvest', 'camouflage', 'summersportsvest', 't', 'sleevelessvestmen', 'casualvest', 'fitnessvestmen', 'sleeveless', 'sweatvest')",grey,M,50,3,35,1,QuantityLimited,11030,3.952583862,5498115d653d5121ae5409c9,https://contestimg.wish.com/api/webimage/5d197f6647e7d46f98d78309-medium.jpg,5d197f6647e7d46f98d78309
Boho Summer Dress Women Strappy Lace White Mini Dress Ladies Beach V Neck Party Sundress S-5XL ,5.95,6,100,1,3.21,48,14.0,13.0,4.0,3.0,14.0,0,"('summer', 'lace dress', 'pleated dress', 'lace', 'mini', 'dress', 'backless dress', 'mini dress', 'white dress', 'beach dress', 'wedding dress', 'women', 'necks', 'summer dress', ""women's fashion"", 'boho', 'sleeveless dress', 'strappy', 'ladies', 'party', 'white', 'beach')",yellow,XXS,2,2,26,1,QuantityLimited,2363,3.853575963,5963882dd9b42511248ca27d,https://contestimg.wish.com/api/webimage/5e902948fac97a32c1e5e38e-medium.jpg,5e902948fac97a32c1e5e38e
Men Summer Color Changing Swim Trunks Fashion Swimming Shorts Beach Swim Shorts Male Briefs Bathing Shorts,3.65,9,100,1,3.38,8,3.0,2.0,0.0,1.0,2.0,0,"('summer', 'plus size', 'shorts', 'men', 'beach wear', 'casualtrunk', 'bathingshort', ""men's fashion"", 'fashion', 'malebrief', 'men shorts', 'colorchangingshort', 'swimmingshort', 'swimming', 'beach', '#fashion #shorts', 'swim trunk')",green,XXS,1,1,81,0,noText,8888,4.243249325,58e4a53ce070a80f9180685a,https://contestimg.wish.com/api/webimage/5edf2bba26a6cf0388a44aad-medium.jpg,5edf2bba26a6cf0388a44aad
S-5XL Summer Women Fashion Cross Bandage Crop Top Camisole Casual Sleeveless Tank Top Solid Color Vest Lady Caged Bralette Bra Cami Tank Top Plus Size,2.81,3,5000,0,3.91,940,453.0,198.0,124.0,78.0,87.0,0,"('bandagebra', 'vest', 'fashion', 'crop top', 'camisole', 'women vest', 'summer', 'tank', 'tops', 'cross', 'tank top', 'caged bralette', ""women's fashion"", 'plus size', 'cami tank tops', 'casual tops', 'solid color', 'sleeveless', 'casual', 'bras', 'women')",white,S,30,1,43,1,QuantityLimited,42919,4.105967054,564d8a9ac0f55a1276cd96f8,https://contestimg.wish.com/api/webimage/5ccfcecb9abadb59845c93c8-medium.jpg,5ccfcecb9abadb59845c93c8
Women Velvet Drawstring Shorts Casual High Waist 2017 Spring Summer Sexy Elegant Skinny Shorts,4.66,5,10000,0,4.28,1594,973.0,300.0,187.0,58.0,76.0,1,"('women', 'shorts', 'yoga', 'lace', 'elastic', 'velvetshort', 'slim', 'short pants', 'elegant', ""women's fashion"", 'velvet', 'high waist', 'sexy', 'sport', 'casual', 'waist')",pink,S,50,1,41,0,noText,85562,4.3945910569999995,58a6971e0e16e97a6636a1b8,https://contestimg.wish.com/api/webimage/5ab5c9b75194c936ddbdd8e7-medium.jpg,5ab5c9b75194c936ddbdd8e7
Women Fashion Wolf Print Hollow Out Tank Top Summer Sleeveless Casual Tops,5.0,16,1000,1,4.23,62,39.0,10.0,5.0,4.0,4.0,0,"('hollowouttanktop', 'tanktops for women', 'plus size', 'wolfprint', 'summer tank top', 'summer', 'skulltanktopforwomen', 'tops', 'tank top', 'casual', 'print', ""women's fashion"", 'sleevelesstshirt', 'wolf', 'sleeveless', 'tanksforwomen', 'tank', 'fashion', '3dprint', 'women')",blue,XS,20,2,41,0,noText,10501,4.029235311,57086fd7fa6bee434d0e5852,https://contestimg.wish.com/api/webimage/5eba2544300b031bc24ff8f6-medium.jpg,5eba2544300b031bc24ff8f6
Women Fashion solid color Bikini Set casual Two Piece Set Swimsuit Bathing Suit Swimwear Beach Wear plus size S-5XL High Waist Cage Neck Cross Front Bikini Set,13.0,11,1000,1,3.53,302,125.0,47.0,47.0,29.0,54.0,0,"('bathing suit', 'plus size', 'bikini set', 'cross', 'swimwear', ""women's fashion"", 'fashion', 'push up bikini', 'casual', 'high waisted bikini', 'necks', 'high waist', 'beach', 'waist', 'halterneck', 'beach wear', 'swimsuit', 'bikini', 'suits', 'women', 'plus size bathing suits', 'swimming')",orange,M,50,3,43,0,noText,4524,3.865384615,5831ae002f5e534c0a485f06,https://contestimg.wish.com/api/webimage/5e37c1ea08b64727ff894b5d-medium.jpg,5e37c1ea08b64727ff894b5d
New Fashion Women Casual Shorts Suit Summer Tie-Dye Print Halter Bandage Sleeveless Backless Crop Top And Elastic Waist Shorts Pants Two Piece Set,8.0,7,5000,0,4.3,830,523.0,147.0,87.0,32.0,41.0,1,"('bandage top', 'fashion', 'crop top', 'halter', 'summer', 'women set', 'elasticwaistshort', ""women's fashion"", 'elastic waist', 'casual', 'women', 'shorts', 'waist', 'elastic', 'tops', 'pants', 'shortssuit', 'backless', 'suits', 'print', 'sleeveless', 'twopiecesset')",others,S,50,3,36,0,noText,9200,4.289673913000001,583e7f658108913bced6f8cf,https://contestimg.wish.com/api/webimage/5c340c2b31825e42ca62d69a-medium.jpg,5c340c2b31825e42ca62d69a
8 Colors Summer Women Anti-Cellulite Yoga Shorts Gym Cellulite Push Up  Workout Fitness Scrunch Thin Skinny  Sports Running Yoga Shorts,8.0,85,100,0,3.5,2,0.0,1.0,1.0,0.0,0.0,0,"('summer', 'scrunch', 'yoga', 'skinnyshort', 'shorts', 'fitness', 'running', 'yogashort', 'gymshort', 'women shorts', 'short leggings', 'sport', 'elasticlegging', 'fitness leggings', ""women's fashion"", 'women fashion', 'women')",purple,S,50,3,45,0,noText,59234,3.9870513560000003,5667c747eb4b140fe963ba77,https://contestimg.wish.com/api/webimage/5ea11f79e2a3123494955d83-medium.jpg,5ea11f79e2a3123494955d83
Women Fashion Letter Print Tank Top Sleeveless O-neck T-shirt Summer Casual Tops Plus Size,7.0,6,100,0,4.07,30,18.0,4.0,4.0,0.0,4.0,0,"('summer', 'plus size', 'tank', 'letter print', 'tops', ""women's fashion"", 'tank top', 'round neck', 't shirts', 'fashion', 'print', 'sleeveless', 'casual', 'women fashion', 'women')",purple,XS,50,2,44,0,noText,16803,4.15503184,56455b13b15aab129db58cb7,https://contestimg.wish.com/api/webimage/5df49c4732950d0102838a00-medium.jpg,5df49c4732950d0102838a00
S-5XL Plus Size Woman Fashion Gradient Ramp Tape Maxi Long Dress Holiday Causal Beach Dress,12.0,11,1000,1,3.37,928,378.0,116.0,117.0,102.0,215.0,0,"('plus size', 'sundress', 'long dress', 'dress', ""women's fashion"", 'maxi dresses', 'dresses', 'beach dress', 'party dress', 'fashion dresses', 'women dress', 'holiday', 'causal dress')",red,S,1,3,32,0,noText,2397,3.8606591569999997,59a54d5eae228e4f11e9c5e0,https://contestimg.wish.com/api/webimage/5abcce430de05539f33c17a2-medium.jpg,5abcce430de05539f33c17a2
Fashion Women Summer Casual Tank Tops Loose Beach Blouses Sleeveless Printed Cotton T Shirt,5.0,5,1000,1,3.68,155,67.0,26.0,26.0,18.0,18.0,0,"('suspenders', 'summer', 'plus size', 'tank', 'shirt', 'beach', 'tops', 'loose', ""women's fashion"", 'fashion', 'printed', 'summer fashion', 'sleeveless', 'cotton', 'blouse', 'casual', 'women')",yellow,S,50,2,45,0,noText,10600,3.86754717,582833faea77701b456c786a,https://contestimg.wish.com/api/webimage/5e913f130d3e282f24260292-medium.jpg,5e913f130d3e282f24260292
